GroupContents,singleContents,CLCT_ITEM,CLCT_LSL,CLCT_USL,Unit,digit length,SingleMethodName,isUse(1/0),Audi Nor,Audi Mir,Pors Nor,Pors Mir,Mas Nor,Pors FL Nor,E_UP,Pors FL Mir,Mas M183,selfDiag1
Barcode Reading,Barcode Reading,,0,0,,0,BarcodeReading,1,0,0,0,0,0,0,0,0,1,
H/W Version,H/W Version,WM183MMTQ4401,1,2,,0,HW_Version,1,0,0,0,0,0,0,0,0,1,
Module Temperature,Module Temperature #1,WM183MMTQ4402,2,3,C,0,ThermistorCheck1,1,0,0,0,0,0,0,0,0,1,
Module Temperature,Module Temperature #2,WM183MMTQ4403,3,4,C,0,ThermistorCheck2,1,0,0,0,0,0,0,0,0,1,
Module Temperature,Module Temperature #3,WM183MMTQ4404,4,5,C,0,ThermistorCheck3,0,0,0,0,0,0,0,0,0,1,
Module Temperature,Temperature Deviation,WM183MMTQ4405,5,6,C,0,ThermistorDeviation,1,0,0,0,0,0,0,0,0,1,
Module Temperature,PCB Temp,WM183MMTQ4406,6,7,C,0,PCBTemp,1,0,0,0,0,0,0,0,0,1,
Module Temperature,Ambient Temperature,WM183MMTQ4407,7,8,C,0,AmbientTemperature,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,Cell #2/4/6 Balancing On Status Check,WM183MMTQ4408,8,9,,0,CellEvenBalancingOn,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,Cell #2/4/6 Balancing Off Status Check,WM183MMTQ4409,9,0,,0,CellEvenBalancingOff,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,Cell #1/3/5 Balancing On Status Check,WM183MMTQ4410,0,1,,0,CellOddBalancingOn,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,Cell #1/3/5 Balancing Off Status Check,WM183MMTQ4411,1,2,,0,CellOddBalancingOff,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 1 Check,WM183MMTQ4412,2,3,mV,1,HighContactResist1,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 2 Check,WM183MMTQ4413,3,4,mV,1,HighContactResist2,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 3 Check,WM183MMTQ4414,4,5,mV,1,HighContactResist3,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 4 Check,WM183MMTQ4415,5,6,mV,1,HighContactResist4,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 5 Check,WM183MMTQ4416,6,7,mV,1,HighContactResist5,1,0,0,0,0,0,0,0,0,1,
CMC Test 1,High contact resistance Cell 6 Check,WM183MMTQ4417,7,8,mV,1,HighContactResist6,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell Voltage Verify_Cell #3/4 Check,WM183MMTQ4453,8,9,mV,1,Cell_Voltage_Verify_Cell_3_4_Check,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell Voltage Verify_Cell #5/6 Check,WM183MMTQ4454,9,0,mV,1,Cell_Voltage_Verify_Cell_5_6_Check,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell1 Voltage,WM183MMTQ4418,0,1,V,4,CellVoltage1,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell2 Voltage,WM183MMTQ4419,1,2,V,4,CellVoltage2,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell3 Voltage,WM183MMTQ4420,2,3,V,4,CellVoltage3,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell4 Voltage,WM183MMTQ4421,3,4,V,4,CellVoltage4,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell5 Voltage,WM183MMTQ4422,4,5,V,4,CellVoltage5,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell6 Voltage,WM183MMTQ4423,5,6,V,4,CellVoltage6,1,0,0,0,0,0,0,0,0,1,
Voltages,Cell Voltage Deviation,WM183MMTQ4424,6,7,mV,1,CellVoltageDeviation,1,0,0,0,0,0,0,0,0,1,
Voltages,Daisy Chain,WM183MMTQ4425,7,8,V,4,DaisyChain,1,0,0,0,0,0,0,0,0,1,
Voltages,Module Voltage,WM183MMTQ4426,8,9,V,3,ModuleVoltage,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell1 Discharge DCIR,WM183MMTQ4427,9,0,mOhm,4,Cell1_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell2 Discharge DCIR,WM183MMTQ4428,0,1,mOhm,4,Cell2_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell3 Discharge DCIR,WM183MMTQ4429,1,2,mOhm,4,Cell3_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell4 Discharge DCIR,WM183MMTQ4430,2,3,mOhm,4,Cell4_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell5 Discharge DCIR,WM183MMTQ4431,3,4,mOhm,4,Cell5_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell6 Discharge DCIR,WM183MMTQ4432,4,5,mOhm,4,Cell6_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell Discharge DCIR Ratio,WM183MMTQ4433,5,6,%,1,Cell_DCIR_Ratio,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell Discharge DCIR Deviation,WM183MMTQ4434,6,7,mOhm,4,Cell_DCIR_Deviation,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell DCIR Inner Verification (OutMax-InMax),WM183MMTQ4497,7,8,mOhm,4,DCIR_Inner_Verification,1,0,0,0,0,0,0,0,0,1,
DCIR,Cell DCIR Outer Verification (OutMax-OutMin),WM183MMTQ4498,8,9,mOhm,4,DCIR_Outer_Verification,1,0,0,0,0,0,0,0,0,1,
DCIR,Module Discharge DCIR,WM183MMTQ4435,9,0,mOhm,3,Module_DCIR,1,0,0,0,0,0,0,0,0,1,
DCIR,New Module Temp Check2,WM183MMTQ4452,0,1,C,0,DCIR_TempNewCheck2,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Balance Load Open Check,WM183MMTQ4436,1,2,,0,BalanceSwitchOpen,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Balance Load Short Check,WM183MMTQ4455,2,3,,0,BalanceSwitchShort,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 1 Terminal Check,WM183MMTQ4443,3,4,mV,1,OpenWireDetect1,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 2 Terminal Check,WM183MMTQ4444,4,5,mV,1,OpenWireDetect2,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 3 Terminal Check,WM183MMTQ4445,5,6,mV,1,OpenWireDetect3,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 4 Terminal Check,WM183MMTQ4446,6,7,mV,1,OpenWireDetect4,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 5 Terminal Check,WM183MMTQ4447,7,8,mV,1,OpenWireDetect5,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Open Wire Detect Cell 6 Terminal Check,WM183MMTQ4448,8,9,mV,1,OpenWireDetect6,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Over Voltage Fault Check,WM183MMTQ4449,9,0,,0,OverVoltFault,1,0,0,0,0,0,0,0,0,1,
CMC Test 2,Under Voltage Fault Check,WM183MMTQ4450,0,1,,0,UnderVoltFault,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_Cell #1/3/5 OV Fault Check_EVEN Active,WM183MMTQ4456,1,2,,0,Cell_Voltage_OV_UV_Cell_1_3_5_OV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_Cell #2/4/6 UV Fault Check_EVEN Active,WM183MMTQ4457,2,3,,0,Cell_Voltage_OV_UV_Cell_2_4_6_UV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_Cell #1/3/5 UV Fault Check_ODD Active,WM183MMTQ4458,3,4,,0,Cell_Voltage_OV_UV_Cell_1_3_5_UV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_Cell #2/4/6 OV Fault Check_ODD Active,WM183MMTQ4459,4,5,,0,Cell_Voltage_OV_UV_Cell_2_4_6_OV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_All Off UV Fault Check,WM183MMTQ4460,5,6,,0,Cell_Voltage_OV_UV_All_Off_UV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM01),Cell Voltage OV/UV_All Off OV Fault Check,WM183MMTQ4461,6,7,,0,Cell_Voltage_OV_UV_All_Off_OV_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #1(Cell #1),WM183MMTQ4462,7,8,mV,1,Cell_Terminal_Leakage_Dectection_1,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #2(Cell #2),WM183MMTQ4463,8,9,mV,1,Cell_Terminal_Leakage_Dectection_2,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #3(Cell #3),WM183MMTQ4464,9,0,mV,1,Cell_Terminal_Leakage_Dectection_3,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #4(Cell #4),WM183MMTQ4465,0,1,mV,1,Cell_Terminal_Leakage_Dectection_4,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #5(Cell #5),WM183MMTQ4466,1,2,mV,1,Cell_Terminal_Leakage_Dectection_5,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #6(Cell #6),WM183MMTQ4467,2,3,mV,1,Cell_Terminal_Leakage_Dectection_6,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM04),Cell Terminal Leakage Detection #7(Module),WM183MMTQ4468,3,4,mV,1,Cell_Terminal_Leakage_Dectection_7,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),GPIO Verify_UT Fault Check,WM183MMTQ4469,4,5,,0,GPIO_Verify_UT_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),GPIO Verify_OT Fault Check,WM183MMTQ4470,5,6,,0,GPIO_Verify_OT_Fault_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),GPIO Open Wire Check,WM183MMTQ4471,6,7,,0,GPIO_Open_Wire_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),ADC Verify Check_ ADC1_A_Fault,WM183MMTQ4472,7,8,,0,ADC_Verify_Check_ADC1_A_Fault,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),ADC Verify Check_ ADC1_B_Fault,WM183MMTQ4473,8,9,,0,ADC_Verify_Check_ADC1_B_Fault,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Oscillator Monitor Check,WM183MMTQ4474,9,0,,0,Oscillator_Monitor_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VCOM UV Check,WM183MMTQ4475,0,1,,0,VCOM_UV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VANA UV Check,WM183MMTQ4476,1,2,,0,VANA_UV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Otmp Protection Mode Check,WM183MMTQ4477,2,3,,0,Otmp_Protection_Mode_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),GND Loss Check,WM183MMTQ4478,3,4,,0,GND_Loss_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Fuses ECC Check,WM183MMTQ4479,4,5,,0,Fuses_ECC_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VANA OV Check,WM183MMTQ4480,5,6,,0,VANA_OV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Frame Register Address Check,WM183MMTQ4481,6,7,,0,Frame_Register_Address_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Cyclic Config Check Check,WM183MMTQ4482,7,8,,0,Cyclic_Config_Check_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Frame CRC Check,WM183MMTQ4483,8,9,,0,Frame_CRC_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Start / Stop Bit Check,WM183MMTQ4484,9,0,,0,Start_Stop_Bit_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Loss of Comunication Check,WM183MMTQ4485,0,1,,0,Loss_of_Comunication_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Frame Tag ID Check,WM183MMTQ4486,1,2,,0,Frame_Tag_ID_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VCOM OV Check,WM183MMTQ4487,2,3,,0,VCOM_OV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VPWR OV Check,WM183MMTQ4488,3,4,,0,VPWR_OV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VPWR UV Check,WM183MMTQ4489,4,5,,0,VPWR_UV_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Frame Response Check,WM183MMTQ4490,5,6,,0,Frame_Response_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Data Ready Check,WM183MMTQ4491,6,7,,0,Data_Ready_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Fuse Bit Error Check,WM183MMTQ4492,7,8,,0,Fuse_Bit_Error_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Frame Rolling Counter Check,WM183MMTQ4493,8,9,,0,Frame_Rolling_Counter_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),Cell Voltage Stack Compare Check,WM183MMTQ4494,9,0,mV,1,Cell_Voltage_Stack_Compare_Check,1,0,0,0,0,0,0,0,0,1,
CMC Test (SM05~46),VCP UV Detection Check,WM183MMTQ4495,0,1,,0,VCP_UV_Detection_Check,1,0,0,0,0,0,0,0,0,1,
Temp Dev,On Board Temp Plausibility Check,WM183MMTQ4496,1,2,C,0,Plausibility_Check,1,0,0,0,0,0,0,0,0,1,
Normal Sleep,Normal Sleep,WM183MMTQ4451,2,3,,0,NormalSleep,1,0,0,0,0,0,0,0,0,1,
